juego,Action,Casual,Indie,Simulation,Strategy,FreetoPlay,RPG,Sports,Adventure,Racing,EarlyAccess,MassivelyMultiplayer,AnimationModeling,WebPublishing,Education,SoftwareTraining,Utilities,DesignIllustration,AudioProduction,VideoProduction,PhotoEditing
669000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720450,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
702930,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729780,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
709820,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
403030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714290,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713580,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
712700,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624910,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
654580,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593070,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564160,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711120,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
712230,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
639001,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
730520,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
695680,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
719140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
725680,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722380,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706480,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679400,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620940,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726060,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
709920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577150,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629860,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
720670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698280,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513330,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
358930,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
358920,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
537800,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678970,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
480430,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737860,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
729850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715540,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
684430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666820,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
566420,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
724580,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721740,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
718920,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715710,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672800,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726460,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
470580,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
733880,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669700,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
720160,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
722400,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
689270,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
604500,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728710,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729330,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711550,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
659160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681620,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669660,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
714530,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
610410,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
636570,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730220,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646330,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
728870,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716580,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702600,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
712430,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658670,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618070,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726330,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617230,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
671650,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725960,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
676830,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
513520,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597860,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
716630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719300,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
699290,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
732190,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719290,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
719310,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727650,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
685420,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
737120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
709450,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
655630,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
726390,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671840,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
653080,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617810,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335430,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727390,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704380,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
630914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717400,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
719000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740630,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
729180,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743810,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729620,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
729600,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
671540,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713430,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732110,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
716920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712660,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
721970,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
726720,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682510,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
733980,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735110,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650231,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650233,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650235,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650234,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650232,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650236,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650237,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727300,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
650238,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650239,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727510,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
732870,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717260,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
736510,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393220,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
733250,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727140,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716440,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
643680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707590,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
725000,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732770,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619620,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
676630,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
656280,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718200,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
716090,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716380,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
731910,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744390,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
731930,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732680,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710960,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730280,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723820,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717170,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641780,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
732670,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673550,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722580,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
296790,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
725980,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
658570,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
326360,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
720630,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649900,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
724900,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
726630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723760,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
729460,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
725040,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687540,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
718960,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718500,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711870,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738430,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
738260,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
706310,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673870,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729650,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
736550,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601130,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741780,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
718080,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610310,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
732550,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705410,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
710830,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
732800,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
739160,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729950,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
735650,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740570,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726260,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748280,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
717280,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
741283,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
741284,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
741311,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
741310,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
741312,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
741314,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
546220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
729630,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715780,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657070,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
637100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
498740,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
733940,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
650410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687420,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
749190,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
748680,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673260,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
712390,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736450,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504370,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718410,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
744740,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
709290,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
729980,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739350,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743660,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
673500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
716660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741720,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
750300,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
703471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
703460,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
703470,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
711742,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
711730,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
711744,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
737470,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726820,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
749590,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711743,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
734400,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
651560,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
610500,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
639940,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
713760,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680990,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732070,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
633660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
667420,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
699460,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680550,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
708250,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
728440,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734510,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
683930,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
661330,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742340,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
727970,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
654430,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409410,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
737930,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
735530,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685840,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
685850,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
697660,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618970,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
723060,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738470,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
749660,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704630,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
631690,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556960,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
729740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745180,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
751840,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
